ts_ms,time_s,source,state,steer_mode,front_cm,left_cm,right_cm,servo_us
266974,16.273,RAW,ULTRASONIC_ONLY,,94.3,5.6,,1500.0
267105,16.404,T,STOP,CRUISE,94.0,5.6,,1500.0
267108,16.407,RAW,ULTRASONIC_ONLY,,94.0,5.6,,1500.0
267242,16.541,T,STOP,CRUISE,113.7,5.6,,1500.0
267245,16.544,RAW,ULTRASONIC_ONLY,,113.7,5.6,,1500.0
267381,16.68,T,STOP,CRUISE,103.6,5.6,,1500.0
267384,16.683,RAW,ULTRASONIC_ONLY,,103.6,5.6,,1500.0
267490,16.789,T,STOP,CRUISE,102.8,5.6,,1500.0
267493,16.792,RAW,ULTRASONIC_ONLY,,102.8,5.6,,1500.0
267628,16.927,T,STOP,CRUISE,105.3,5.7,,1500.0
267631,16.93,RAW,ULTRASONIC_ONLY,,105.3,5.7,,1500.0
267768,17.067,T,STOP,CRUISE,109.8,5.6,,1500.0
267771,17.07,RAW,ULTRASONIC_ONLY,,109.8,5.6,,1500.0
267909,17.208,T,STOP,CRUISE,118.5,5.6,,1500.0
267912,17.211,RAW,ULTRASONIC_ONLY,,118.5,5.6,,1500.0
268048,17.347,T,STOP,CRUISE,116.8,5.6,,1500.0
268051,17.35,RAW,ULTRASONIC_ONLY,,116.8,5.6,,1500.0
268192,17.491,T,STOP,CRUISE,117.5,5.6,,1500.0
268195,17.494,RAW,ULTRASONIC_ONLY,,117.5,5.6,,1500.0
268334,17.633,T,STOP,CRUISE,124.3,5.6,,1500.0
268337,17.636,RAW,ULTRASONIC_ONLY,,124.3,5.6,,1500.0
268473,17.772,T,STOP,CRUISE,116.7,5.6,,1500.0
268476,17.775,RAW,ULTRASONIC_ONLY,,116.7,5.6,,1500.0
268613,17.912,T,STOP,CRUISE,118.0,5.6,,1500.0
268616,17.915,RAW,ULTRASONIC_ONLY,,118.0,5.6,,1500.0
268752,18.051,T,STOP,CRUISE,113.5,5.6,,1500.0
268755,18.054,RAW,ULTRASONIC_ONLY,,113.5,5.6,,1500.0
268891,18.19,T,STOP,CRUISE,110.3,5.6,,1500.0
268894,18.193,RAW,ULTRASONIC_ONLY,,110.3,5.6,,1500.0
269028,18.327,T,STOP,CRUISE,110.3,5.6,,1500.0
269031,18.33,RAW,ULTRASONIC_ONLY,,110.3,5.6,,1500.0
269163,18.462,T,STOP,CRUISE,102.3,5.6,,1500.0
269165,18.464,RAW,ULTRASONIC_ONLY,,102.3,5.6,,1500.0
269300,18.599,T,STOP,CRUISE,100.2,5.6,,1500.0
269303,18.602,RAW,ULTRASONIC_ONLY,,100.2,5.6,,1500.0
269439,18.738,T,STOP,CRUISE,99.0,5.6,,1500.0
269441,18.74,RAW,ULTRASONIC_ONLY,,99.0,5.6,,1500.0
269574,18.873,T,STOP,CRUISE,90.9,5.6,,1500.0
269577,18.876,RAW,ULTRASONIC_ONLY,,90.9,5.6,,1500.0
269682,18.981,T,STOP,CRUISE,90.6,5.6,,1500.0
269685,18.984,RAW,ULTRASONIC_ONLY,,90.6,5.6,,1500.0
269812,19.111,T,STOP,CRUISE,82.6,5.6,,1500.0
269815,19.114,RAW,ULTRASONIC_ONLY,,82.6,5.6,,1500.0
269940,19.239,T,STOP,CRUISE,78.6,5.6,,1500.0
269943,19.242,RAW,ULTRASONIC_ONLY,,78.6,5.6,,1500.0
270068,19.367,T,STOP,CRUISE,78.5,5.6,,1500.0
270071,19.37,RAW,ULTRASONIC_ONLY,,78.5,5.6,,1500.0
270193,19.492,T,STOP,CRUISE,69.7,5.6,,1500.0
270196,19.495,RAW,ULTRASONIC_ONLY,,69.7,5.6,,1500.0
270319,19.618,T,STOP,CRUISE,66.2,5.6,,1500.0
270322,19.621,RAW,ULTRASONIC_ONLY,,66.2,5.6,,1500.0
270440,19.739,T,STOP,CRUISE,62.7,5.6,,1500.0
270444,19.743,RAW,ULTRASONIC_ONLY,,62.7,5.6,,1500.0
270564,19.863,T,STOP,CRUISE,61.0,5.6,,1500.0
270566,19.865,RAW,ULTRASONIC_ONLY,,61.0,5.6,,1500.0
270687,19.986,T,STOP,AWAY,54.0,5.6,,1900.0
270690,19.989,RAW,ULTRASONIC_ONLY,,54.0,5.6,,1900.0
270807,20.106,T,STOP,AWAY,50.6,5.6,,1900.0
270810,20.109,RAW,ULTRASONIC_ONLY,,50.6,5.6,,1900.0
270926,20.225,T,STOP,AWAY,48.7,5.6,,1900.0
270929,20.228,RAW,ULTRASONIC_ONLY,,48.7,5.6,,1900.0
271057,20.356,T,STOP,AWAY,47.8,5.6,,1900.0
271060,20.359,RAW,ULTRASONIC_ONLY,,47.8,5.6,,1900.0
271173,20.472,T,STOP,AWAY,48.9,5.6,,1900.0
271176,20.475,RAW,ULTRASONIC_ONLY,,48.9,5.6,,1900.0
271283,20.582,T,STOP,AWAY,54.7,5.6,,1900.0
271286,20.585,RAW,ULTRASONIC_ONLY,,54.7,5.6,,1900.0
271392,20.691,T,STOP,AWAY,45.7,5.6,,1900.0
271395,20.694,RAW,ULTRASONIC_ONLY,,45.7,5.6,,1900.0
271508,20.807,T,STOP,AWAY,40.3,5.6,,1900.0
271511,20.81,RAW,ULTRASONIC_ONLY,,40.3,5.6,,1900.0
271624,20.923,T,STOP,STRAIGHT,42.9,5.6,,1100.0
271627,20.926,RAW,ULTRASONIC_ONLY,,42.9,5.6,,1100.0
271751,21.05,T,STOP,STRAIGHT,39.6,5.6,,1100.0
271754,21.053,RAW,ULTRASONIC_ONLY,,39.6,5.6,,1100.0
271867,21.166,T,STOP,STRAIGHT,39.9,5.6,,1100.0
271870,21.169,RAW,ULTRASONIC_ONLY,,39.9,5.6,,1100.0
271982,21.281,T,STOP,STRAIGHT,38.0,5.6,,1100.0
271985,21.284,RAW,ULTRASONIC_ONLY,,38.0,5.6,,1100.0
272099,21.398,T,STOP,STRAIGHT,36.0,5.7,,1100.0
272101,21.4,RAW,ULTRASONIC_ONLY,,36.0,5.7,,1100.0
272217,21.516,T,STOP,STRAIGHT,37.8,5.6,,1100.0
272220,21.519,RAW,ULTRASONIC_ONLY,,37.8,5.6,,1100.0
272331,21.63,T,STOP,STRAIGHT,33.7,5.6,,1100.0
272334,21.633,RAW,ULTRASONIC_ONLY,,33.7,5.6,,1100.0
